cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b11,b13,-2.0,2.0,0,4,academic ambition / competitive determination,0.19939656555652618
b11,b13,-2.0,2.0,0,5,ironic amusement,0.26900729537010193
b11,b13,-2.0,2.0,0,6,enthusiasm / curiosity,0.37956932187080383
b11,b13,-2.0,2.0,1,0,self-doubt / encouragement,0.34140509366989136
b11,b13,-2.0,2.0,1,1,frustration / despair,0.31118443608283997
b11,b13,-2.0,2.0,1,2,uncertainty / indecision,0.32403331995010376
b11,b13,-2.0,2.0,1,3,romantic idealism,0.17291685938835144
b11,b13,-2.0,2.0,1,4,academic ambition / competitive determination,0.19939656555652618
b11,b13,-2.0,2.0,1,5,ironic amusement,0.26900729537010193
b11,b13,-2.0,2.0,1,6,enthusiasm / curiosity,0.37956932187080383
b11,b13,-2.0,2.0,2,0,self-doubt / encouragement,0.10523338615894318
b11,b13,-2.0,2.0,2,1,frustration / despair,0.08180981129407883
b11,b13,-2.0,2.0,2,2,uncertainty / indecision,0.11103879660367966
b11,b13,-2.0,2.0,2,3,romantic idealism,0.0017821150831878185
b11,b13,-2.0,2.0,2,4,academic ambition / competitive determination,0.04887187480926514
b11,b13,-2.0,2.0,2,5,ironic amusement,0.04264437034726143
b11,b13,-2.0,2.0,2,6,enthusiasm / curiosity,0.08683998882770538
b11,b13,-2.0,2.0,3,0,self-doubt / encouragement,0.1469026803970337
b11,b13,-2.0,2.0,3,1,frustration / despair,0.16771070659160614
b11,b13,-2.0,2.0,3,2,uncertainty / indecision,0.20858953893184662
b11,b13,-2.0,2.0,3,3,romantic idealism,0.0647801011800766
b11,b13,-2.0,2.0,3,4,academic ambition / competitive determination,0.09909223020076752
b11,b13,-2.0,2.0,3,5,ironic amusement,0.17138855159282684
b11,b13,-2.0,2.0,3,6,enthusiasm / curiosity,0.24482466280460358
b11,b13,-2.0,2.0,4,0,self-doubt / encouragement,0.19191952049732208
b11,b13,-2.0,2.0,4,1,frustration / despair,0.1594458818435669
b11,b13,-2.0,2.0,4,2,uncertainty / indecision,0.20571140944957733
b11,b13,-2.0,2.0,4,3,romantic idealism,0.04415443539619446
b11,b13,-2.0,2.0,4,4,academic ambition / competitive determination,0.11398748308420181
b11,b13,-2.0,2.0,4,5,ironic amusement,0.1570657342672348
b11,b13,-2.0,2.0,4,6,enthusiasm / curiosity,0.2409783899784088
b11,b13,-2.0,2.0,5,0,self-doubt / encouragement,0.3014792799949646
b11,b13,-2.0,2.0,5,1,frustration / despair,0.28701645135879517
b11,b13,-2.0,2.0,5,2,uncertainty / indecision,0.35518935322761536
b11,b13,-2.0,2.0,5,3,romantic idealism,0.11578930914402008
b11,b13,-2.0,2.0,5,4,academic ambition / competitive determination,0.283059298992157
b11,b13,-2.0,2.0,5,5,ironic amusement,0.23791517317295074
b11,b13,-2.0,2.0,5,6,enthusiasm / curiosity,0.32522082328796387
b11,b13,-2.0,2.0,6,0,self-doubt / encouragement,0.22062593698501587
b11,b13,-2.0,2.0,6,1,frustration / despair,0.17986930906772614
b11,b13,-2.0,2.0,6,2,uncertainty / indecision,0.22147776186466217
b11,b13,-2.0,2.0,6,3,romantic idealism,0.03143153712153435
b11,b13,-2.0,2.0,6,4,academic ambition / competitive determination,0.21397872269153595
b11,b13,-2.0,2.0,6,5,ironic amusement,0.14372938871383667
b11,b13,-2.0,2.0,6,6,enthusiasm / curiosity,0.23841261863708496
b11,b13,-2.0,2.0,7,0,self-doubt / encouragement,0.18583039939403534
b11,b13,-2.0,2.0,7,1,frustration / despair,0.11588168144226074
b11,b13,-2.0,2.0,7,2,uncertainty / indecision,0.17938923835754395
b11,b13,-2.0,2.0,7,3,romantic idealism,0.04853514954447746
b11,b13,-2.0,2.0,7,4,academic ambition / competitive determination,0.0573444738984108
b11,b13,-2.0,2.0,7,5,ironic amusement,0.09979253262281418
b11,b13,-2.0,2.0,7,6,enthusiasm / curiosity,0.13191482424736023
b11,b13,0.0,-2.0,0,0,self-doubt / encouragement,0.10800196975469589
b11,b13,0.0,-2.0,0,1,frustration / despair,0.21044424176216125
b11,b13,0.0,-2.0,0,2,uncertainty / indecision,0.2208927571773529
b11,b13,0.0,-2.0,0,3,romantic idealism,0.04468564689159393
b11,b13,0.0,-2.0,0,4,academic ambition / competitive determination,0.14189809560775757
b11,b13,0.0,-2.0,0,5,ironic amusement,0.09293513745069504
b11,b13,0.0,-2.0,0,6,enthusiasm / curiosity,0.14147599041461945
b11,b13,0.0,-2.0,1,0,self-doubt / encouragement,0.06185317039489746
b11,b13,0.0,-2.0,1,1,frustration / despair,0.08194039016962051
b11,b13,0.0,-2.0,1,2,uncertainty / indecision,0.10255925357341766
b11,b13,0.0,-2.0,1,3,romantic idealism,0.03222005069255829
b11,b13,0.0,-2.0,1,4,academic ambition / competitive determination,0.03618216514587402
b11,b13,0.0,-2.0,1,5,ironic amusement,0.08800027519464493
b11,b13,0.0,-2.0,1,6,enthusiasm / curiosity,0.11398252099752426
b11,b13,0.0,-2.0,2,0,self-doubt / encouragement,0.15875530242919922
b11,b13,0.0,-2.0,2,1,frustration / despair,0.05817759782075882
b11,b13,0.0,-2.0,2,2,uncertainty / indecision,0.11453074961900711
b11,b13,0.0,-2.0,2,3,romantic idealism,0.047704875469207764
b11,b13,0.0,-2.0,2,4,academic ambition / competitive determination,0.06686359643936157
b11,b13,0.0,-2.0,2,5,ironic amusement,0.09288948029279709
b11,b13,0.0,-2.0,2,6,enthusiasm / curiosity,0.2089003473520279
b11,b13,0.0,-2.0,3,0,self-doubt / encouragement,0.0736732929944992
b11,b13,0.0,-2.0,3,1,frustration / despair,0.10810624063014984
b11,b13,0.0,-2.0,3,2,uncertainty / indecision,0.15402503311634064
b11,b13,0.0,-2.0,3,3,romantic idealism,0.059827592223882675
b11,b13,0.0,-2.0,3,4,academic ambition / competitive determination,0.0663028135895729
b11,b13,0.0,-2.0,3,5,ironic amusement,0.1322956681251526
b11,b13,0.0,-2.0,3,6,enthusiasm / curiosity,0.14805030822753906
b11,b13,0.0,-2.0,4,0,self-doubt / encouragement,0.10557853430509567
b11,b13,0.0,-2.0,4,1,frustration / despair,0.11318807303905487
b11,b13,0.0,-2.0,4,2,uncertainty / indecision,0.19603532552719116
b11,b13,0.0,-2.0,4,3,romantic idealism,0.10800441354513168
b11,b13,0.0,-2.0,4,4,academic ambition / competitive determination,0.1513984352350235
b11,b13,0.0,-2.0,4,5,ironic amusement,0.06264525651931763
b11,b13,0.0,-2.0,4,6,enthusiasm / curiosity,0.12529902160167694
b11,b13,0.0,-2.0,5,0,self-doubt / encouragement,0.15896576642990112
b11,b13,0.0,-2.0,5,1,frustration / despair,0.13996869325637817
b11,b13,0.0,-2.0,5,2,uncertainty / indecision,0.25142499804496765
b11,b13,0.0,-2.0,5,3,romantic idealism,0.09755753725767136
b11,b13,0.0,-2.0,5,4,academic ambition / competitive determination,0.14705897867679596
b11,b13,0.0,-2.0,5,5,ironic amusement,0.12303315848112106
b11,b13,0.0,-2.0,5,6,enthusiasm / curiosity,0.17152801156044006
b11,b13,0.0,-2.0,6,0,self-doubt / encouragement,0.06312377750873566
b11,b13,0.0,-2.0,6,1,frustration / despair,0.056482944637537
b11,b13,0.0,-2.0,6,2,uncertainty / indecision,0.08484043926000595
b11,b13,0.0,-2.0,6,3,romantic idealism,0.058933623135089874
b11,b13,0.0,-2.0,6,4,academic ambition / competitive determination,0.10426446795463562
b11,b13,0.0,-2.0,6,5,ironic amusement,0.015008213929831982
b11,b13,0.0,-2.0,6,6,enthusiasm / curiosity,0.1307283490896225
b11,b13,0.0,-2.0,7,0,self-doubt / encouragement,0.2939532399177551
b11,b13,0.0,-2.0,7,1,frustration / despair,0.34492677450180054
b11,b13,0.0,-2.0,7,2,uncertainty / indecision,0.39835917949676514
b11,b13,0.0,-2.0,7,3,romantic idealism,0.17481476068496704
b11,b13,0.0,-2.0,7,4,academic ambition / competitive determination,0.28996434807777405
b11,b13,0.0,-2.0,7,5,ironic amusement,0.28677278757095337
b11,b13,0.0,-2.0,7,6,enthusiasm / curiosity,0.33368515968322754
b11,b13,0.0,0.0,0,0,self-doubt / encouragement,0.2579997777938843
b11,b13,0.0,0.0,0,1,frustration / despair,0.1789245754480362
b11,b13,0.0,0.0,0,2,uncertainty / indecision,0.29380178451538086
b11,b13,0.0,0.0,0,3,romantic idealism,0.09819807857275009
b11,b13,0.0,0.0,0,4,academic ambition / competitive determination,0.12983283400535583
b11,b13,0.0,0.0,0,5,ironic amusement,0.1419805884361267
b11,b13,0.0,0.0,0,6,enthusiasm / curiosity,0.18679827451705933
b11,b13,0.0,0.0,1,0,self-doubt / encouragement,0.08845274150371552
b11,b13,0.0,0.0,1,1,frustration / despair,0.12093593180179596
b11,b13,0.0,0.0,1,2,uncertainty / indecision,0.15784244239330292
b11,b13,0.0,0.0,1,3,romantic idealism,-0.00678758230060339
b11,b13,0.0,0.0,1,4,academic ambition / competitive determination,0.07019902020692825
b11,b13,0.0,0.0,1,5,ironic amusement,0.11188811808824539
b11,b13,0.0,0.0,1,6,enthusiasm / curiosity,0.10050353407859802
b11,b13,0.0,0.0,2,0,self-doubt / encouragement,0.11809313297271729
b11,b13,0.0,0.0,2,1,frustration / despair,0.08123224973678589
b11,b13,0.0,0.0,2,2,uncertainty / indecision,0.16279290616512299
b11,b13,0.0,0.0,2,3,romantic idealism,0.0818898156285286
b11,b13,0.0,0.0,2,4,academic ambition / competitive determination,0.2249232828617096
b11,b13,0.0,0.0,2,5,ironic amusement,0.07563547044992447
b11,b13,0.0,0.0,2,6,enthusiasm / curiosity,0.16488325595855713
b11,b13,0.0,0.0,3,0,self-doubt / encouragement,0.05243324488401413
b11,b13,0.0,0.0,3,1,frustration / despair,0.09356782585382462
b11,b13,0.0,0.0,3,2,uncertainty / indecision,0.12720690667629242
b11,b13,0.0,0.0,3,3,romantic idealism,0.030841806903481483
b11,b13,0.0,0.0,3,4,academic ambition / competitive determination,0.05445351451635361
b11,b13,0.0,0.0,3,5,ironic amusement,0.11291592568159103
b11,b13,0.0,0.0,3,6,enthusiasm / curiosity,0.11533571034669876
b11,b13,0.0,0.0,4,0,self-doubt / encouragement,0.09420821070671082
b11,b13,0.0,0.0,4,1,frustration / despair,0.08754955232143402
b11,b13,0.0,0.0,4,2,uncertainty / indecision,0.17504476010799408
b11,b13,0.0,0.0,4,3,romantic idealism,0.07784955948591232
b11,b13,0.0,0.0,4,4,academic ambition / competitive determination,0.1761026680469513
b11,b13,0.0,0.0,4,5,ironic amusement,0.047947339713573456
b11,b13,0.0,0.0,4,6,enthusiasm / curiosity,0.1213914304971695
b11,b13,0.0,0.0,5,0,self-doubt / encouragement,0.26054656505584717
b11,b13,0.0,0.0,5,1,frustration / despair,0.18212664127349854
b11,b13,0.0,0.0,5,2,uncertainty / indecision,0.3255496919155121
b11,b13,0.0,0.0,5,3,romantic idealism,0.07387951016426086
b11,b13,0.0,0.0,5,4,academic ambition / competitive determination,0.2368575632572174
b11,b13,0.0,0.0,5,5,ironic amusement,0.12938886880874634
b11,b13,0.0,0.0,5,6,enthusiasm / curiosity,0.2497142255306244
b11,b13,0.0,0.0,6,0,self-doubt / encouragement,0.05740978196263313
b11,b13,0.0,0.0,6,1,frustration / despair,0.018406767398118973
b11,b13,0.0,0.0,6,2,uncertainty / indecision,0.05222403258085251
b11,b13,0.0,0.0,6,3,romantic idealism,-0.0029037646017968655
b11,b13,0.0,0.0,6,4,academic ambition / competitive determination,0.0654359757900238
b11,b13,0.0,0.0,6,5,ironic amusement,0.11782681196928024
b11,b13,0.0,0.0,6,6,enthusiasm / curiosity,0.07692910730838776
b11,b13,0.0,0.0,7,0,self-doubt / encouragement,0.2342257797718048
b11,b13,0.0,0.0,7,1,frustration / despair,0.17508135735988617
b11,b13,0.0,0.0,7,2,uncertainty / indecision,0.23823431134223938
b11,b13,0.0,0.0,7,3,romantic idealism,0.04392537847161293
b11,b13,0.0,0.0,7,4,academic ambition / competitive determination,0.09754790365695953
b11,b13,0.0,0.0,7,5,ironic amusement,0.16570064425468445
b11,b13,0.0,0.0,7,6,enthusiasm / curiosity,0.21326260268688202
b11,b13,0.0,2.0,0,0,self-doubt / encouragement,0.13249002397060394
b11,b13,0.0,2.0,0,1,frustration / despair,0.20995695888996124
b11,b13,0.0,2.0,0,2,uncertainty / indecision,0.19181230664253235
b11,b13,0.0,2.0,0,3,romantic idealism,-0.020195841789245605
b11,b13,0.0,2.0,0,4,academic ambition / competitive determination,0.08750301599502563
b11,b13,0.0,2.0,0,5,ironic amusement,0.1469186693429947
b11,b13,0.0,2.0,0,6,enthusiasm / curiosity,0.1337772011756897
b11,b13,0.0,2.0,1,0,self-doubt / encouragement,0.23340177536010742
b11,b13,0.0,2.0,1,1,frustration / despair,0.23091945052146912
b11,b13,0.0,2.0,1,2,uncertainty / indecision,0.2619163393974304
b11,b13,0.0,2.0,1,3,romantic idealism,0.1208295151591301
b11,b13,0.0,2.0,1,4,academic ambition / competitive determination,0.141514852643013
b11,b13,0.0,2.0,1,5,ironic amusement,0.20069408416748047
b11,b13,0.0,2.0,1,6,enthusiasm / curiosity,0.28641194105148315
b11,b13,0.0,2.0,2,0,self-doubt / encouragement,0.14057748019695282
b11,b13,0.0,2.0,2,1,frustration / despair,0.06099993735551834
b11,b13,0.0,2.0,2,2,uncertainty / indecision,0.10362768918275833
b11,b13,0.0,2.0,2,3,romantic idealism,0.1929982304573059
b11,b13,0.0,2.0,2,4,academic ambition / competitive determination,0.07709187269210815
b11,b13,0.0,2.0,2,5,ironic amusement,0.17996057868003845
b11,b13,0.0,2.0,2,6,enthusiasm / curiosity,0.21706613898277283
b11,b13,0.0,2.0,3,0,self-doubt / encouragement,0.07205758988857269
b11,b13,0.0,2.0,3,1,frustration / despair,0.1312333643436432
b11,b13,0.0,2.0,3,2,uncertainty / indecision,0.17033793032169342
b11,b13,0.0,2.0,3,3,romantic idealism,0.0614924319088459
b11,b13,0.0,2.0,3,4,academic ambition / competitive determination,0.07901395857334137
b11,b13,0.0,2.0,3,5,ironic amusement,0.12075186520814896
b11,b13,0.0,2.0,3,6,enthusiasm / curiosity,0.164966881275177
b11,b13,0.0,2.0,4,0,self-doubt / encouragement,0.21117150783538818
b11,b13,0.0,2.0,4,1,frustration / despair,0.1769852191209793
b11,b13,0.0,2.0,4,2,uncertainty / indecision,0.2732750177383423
b11,b13,0.0,2.0,4,3,romantic idealism,0.11195427924394608
b11,b13,0.0,2.0,4,4,academic ambition / competitive determination,0.2128657102584839
b11,b13,0.0,2.0,4,5,ironic amusement,0.13844263553619385
b11,b13,0.0,2.0,4,6,enthusiasm / curiosity,0.19838732481002808
b11,b13,0.0,2.0,5,0,self-doubt / encouragement,0.15653777122497559
b11,b13,0.0,2.0,5,1,frustration / despair,0.12581466138362885
b11,b13,0.0,2.0,5,2,uncertainty / indecision,0.19443631172180176
b11,b13,0.0,2.0,5,3,romantic idealism,0.07441782206296921
b11,b13,0.0,2.0,5,4,academic ambition / competitive determination,0.10690765082836151
b11,b13,0.0,2.0,5,5,ironic amusement,0.1326974481344223
b11,b13,0.0,2.0,5,6,enthusiasm / curiosity,0.20527829229831696
b11,b13,0.0,2.0,6,0,self-doubt / encouragement,0.1768570989370346
b11,b13,0.0,2.0,6,1,frustration / despair,0.21283479034900665
b11,b13,0.0,2.0,6,2,uncertainty / indecision,0.22252266108989716
b11,b13,0.0,2.0,6,3,romantic idealism,0.0685398131608963
b11,b13,0.0,2.0,6,4,academic ambition / competitive determination,0.14609208703041077
b11,b13,0.0,2.0,6,5,ironic amusement,0.1691673845052719
b11,b13,0.0,2.0,6,6,enthusiasm / curiosity,0.22367002069950104
b11,b13,0.0,2.0,7,0,self-doubt / encouragement,0.20578666031360626
b11,b13,0.0,2.0,7,1,frustration / despair,0.17892290651798248
b11,b13,0.0,2.0,7,2,uncertainty / indecision,0.22662930190563202
b11,b13,0.0,2.0,7,3,romantic idealism,0.027743680402636528
b11,b13,0.0,2.0,7,4,academic ambition / competitive determination,0.07254420965909958
b11,b13,0.0,2.0,7,5,ironic amusement,0.15734465420246124
b11,b13,0.0,2.0,7,6,enthusiasm / curiosity,0.18109680712223053
b11,b13,2.0,-2.0,0,0,self-doubt / encouragement,0.2013123780488968
b11,b13,2.0,-2.0,0,1,frustration / despair,0.15864235162734985
b11,b13,2.0,-2.0,0,2,uncertainty / indecision,0.1928754299879074
b11,b13,2.0,-2.0,0,3,romantic idealism,0.028597941622138023
b11,b13,2.0,-2.0,0,4,academic ambition / competitive determination,0.1151486411690712
b11,b13,2.0,-2.0,0,5,ironic amusement,0.16580137610435486
b11,b13,2.0,-2.0,0,6,enthusiasm / curiosity,0.18471266329288483
b11,b13,2.0,-2.0,1,0,self-doubt / encouragement,0.13922475278377533
b11,b13,2.0,-2.0,1,1,frustration / despair,0.12177705764770508
b11,b13,2.0,-2.0,1,2,uncertainty / indecision,0.16959910094738007
b11,b13,2.0,-2.0,1,3,romantic idealism,0.0013474151492118835
b11,b13,2.0,-2.0,1,4,academic ambition / competitive determination,0.11726104468107224
b11,b13,2.0,-2.0,1,5,ironic amusement,0.12994498014450073
b11,b13,2.0,-2.0,1,6,enthusiasm / curiosity,0.1758514940738678
b11,b13,2.0,-2.0,2,0,self-doubt / encouragement,0.11990397423505783
b11,b13,2.0,-2.0,2,1,frustration / despair,0.07474800944328308
b11,b13,2.0,-2.0,2,2,uncertainty / indecision,0.11988067626953125
b11,b13,2.0,-2.0,2,3,romantic idealism,0.03494128957390785
b11,b13,2.0,-2.0,2,4,academic ambition / competitive determination,0.12208889424800873
b11,b13,2.0,-2.0,2,5,ironic amusement,0.04809259623289108
b11,b13,2.0,-2.0,2,6,enthusiasm / curiosity,0.1100759506225586
b11,b13,2.0,-2.0,3,0,self-doubt / encouragement,0.0928989127278328
b11,b13,2.0,-2.0,3,1,frustration / despair,0.08746035397052765
b11,b13,2.0,-2.0,3,2,uncertainty / indecision,0.12242014706134796
b11,b13,2.0,-2.0,3,3,romantic idealism,0.02054624632000923
b11,b13,2.0,-2.0,3,4,academic ambition / competitive determination,0.06739035248756409
b11,b13,2.0,-2.0,3,5,ironic amusement,0.14271821081638336
b11,b13,2.0,-2.0,3,6,enthusiasm / curiosity,0.13808678090572357
b11,b13,2.0,-2.0,4,0,self-doubt / encouragement,0.09910231083631516
b11,b13,2.0,-2.0,4,1,frustration / despair,0.09050288796424866
b11,b13,2.0,-2.0,4,2,uncertainty / indecision,0.17138372361660004
b11,b13,2.0,-2.0,4,3,romantic idealism,0.08324761688709259
b11,b13,2.0,-2.0,4,4,academic ambition / competitive determination,0.1774946004152298
b11,b13,2.0,-2.0,4,5,ironic amusement,0.0556187704205513
b11,b13,2.0,-2.0,4,6,enthusiasm / curiosity,0.12388130277395248
b11,b13,2.0,-2.0,5,0,self-doubt / encouragement,0.12503935396671295
b11,b13,2.0,-2.0,5,1,frustration / despair,0.13449497520923615
b11,b13,2.0,-2.0,5,2,uncertainty / indecision,0.16098976135253906
b11,b13,2.0,-2.0,5,3,romantic idealism,0.03158019110560417
b11,b13,2.0,-2.0,5,4,academic ambition / competitive determination,0.048734311014413834
b11,b13,2.0,-2.0,5,5,ironic amusement,0.11876227706670761
b11,b13,2.0,-2.0,5,6,enthusiasm / curiosity,0.16013164818286896
b11,b13,2.0,-2.0,6,0,self-doubt / encouragement,0.01334996148943901
b11,b13,2.0,-2.0,6,1,frustration / despair,0.029641414061188698
b11,b13,2.0,-2.0,6,2,uncertainty / indecision,0.10354357957839966
b11,b13,2.0,-2.0,6,3,romantic idealism,0.036434106528759
b11,b13,2.0,-2.0,6,4,academic ambition / competitive determination,0.06985697895288467
b11,b13,2.0,-2.0,6,5,ironic amusement,0.10180111229419708
b11,b13,2.0,-2.0,6,6,enthusiasm / curiosity,0.06502898782491684
b11,b13,2.0,-2.0,7,0,self-doubt / encouragement,0.17576131224632263
b11,b13,2.0,-2.0,7,1,frustration / despair,0.23302344977855682
b11,b13,2.0,-2.0,7,2,uncertainty / indecision,0.19899451732635498
b11,b13,2.0,-2.0,7,3,romantic idealism,0.045402493327856064
b11,b13,2.0,-2.0,7,4,academic ambition / competitive determination,0.09664400666952133
b11,b13,2.0,-2.0,7,5,ironic amusement,0.18519005179405212
b11,b13,2.0,-2.0,7,6,enthusiasm / curiosity,0.15389327704906464
b11,b13,2.0,0.0,0,0,self-doubt / encouragement,0.1447521448135376
b11,b13,2.0,0.0,0,1,frustration / despair,0.14381548762321472
b11,b13,2.0,0.0,0,2,uncertainty / indecision,0.22935950756072998
b11,b13,2.0,0.0,0,3,romantic idealism,0.021545419469475746
b11,b13,2.0,0.0,0,4,academic ambition / competitive determination,0.03326103463768959
b11,b13,2.0,0.0,0,5,ironic amusement,0.12701818346977234
b11,b13,2.0,0.0,0,6,enthusiasm / curiosity,0.14662650227546692
b11,b13,2.0,0.0,1,0,self-doubt / encouragement,0.08105706423521042
b11,b13,2.0,0.0,1,1,frustration / despair,0.05911119282245636
b11,b13,2.0,0.0,1,2,uncertainty / indecision,0.11984172463417053
b11,b13,2.0,0.0,1,3,romantic idealism,0.0789550393819809
b11,b13,2.0,0.0,1,4,academic ambition / competitive determination,0.07504701614379883
b11,b13,2.0,0.0,1,5,ironic amusement,0.1284506618976593
b11,b13,2.0,0.0,1,6,enthusiasm / curiosity,0.13541898131370544
b11,b13,2.0,0.0,2,0,self-doubt / encouragement,0.11178887635469437
b11,b13,2.0,0.0,2,1,frustration / despair,0.08477623015642166
b11,b13,2.0,0.0,2,2,uncertainty / indecision,0.07185048609972
b11,b13,2.0,0.0,2,3,romantic idealism,0.08511638641357422
b11,b13,2.0,0.0,2,4,academic ambition / competitive determination,0.008392509073019028
b11,b13,2.0,0.0,2,5,ironic amusement,0.02872142195701599
b11,b13,2.0,0.0,2,6,enthusiasm / curiosity,0.07372453063726425
b11,b13,2.0,0.0,3,0,self-doubt / encouragement,0.15426474809646606
b11,b13,2.0,0.0,3,1,frustration / despair,0.13229341804981232
b11,b13,2.0,0.0,3,2,uncertainty / indecision,0.18386581540107727
b11,b13,2.0,0.0,3,3,romantic idealism,0.06291106343269348
b11,b13,2.0,0.0,3,4,academic ambition / competitive determination,0.10097064822912216
b11,b13,2.0,0.0,3,5,ironic amusement,0.16547971963882446
b11,b13,2.0,0.0,3,6,enthusiasm / curiosity,0.18896764516830444
b11,b13,2.0,0.0,4,0,self-doubt / encouragement,0.13328680396080017
b11,b13,2.0,0.0,4,1,frustration / despair,0.1116943284869194
b11,b13,2.0,0.0,4,2,uncertainty / indecision,0.20653343200683594
b11,b13,2.0,0.0,4,3,romantic idealism,0.13084319233894348
b11,b13,2.0,0.0,4,4,academic ambition / competitive determination,0.17013229429721832
b11,b13,2.0,0.0,4,5,ironic amusement,0.08731290698051453
b11,b13,2.0,0.0,4,6,enthusiasm / curiosity,0.1784915179014206
b11,b13,2.0,0.0,5,0,self-doubt / encouragement,0.11162400245666504
b11,b13,2.0,0.0,5,1,frustration / despair,0.0754404366016388
b11,b13,2.0,0.0,5,2,uncertainty / indecision,0.12193548679351807
b11,b13,2.0,0.0,5,3,romantic idealism,-0.02798636071383953
b11,b13,2.0,0.0,5,4,academic ambition / competitive determination,0.04305274784564972
b11,b13,2.0,0.0,5,5,ironic amusement,0.11254583299160004
b11,b13,2.0,0.0,5,6,enthusiasm / curiosity,0.1051587462425232
b11,b13,2.0,0.0,6,0,self-doubt / encouragement,0.07207649946212769
b11,b13,2.0,0.0,6,1,frustration / despair,0.08836401253938675
b11,b13,2.0,0.0,6,2,uncertainty / indecision,0.12987712025642395
b11,b13,2.0,0.0,6,3,romantic idealism,0.021000947803258896
b11,b13,2.0,0.0,6,4,academic ambition / competitive determination,0.09540071338415146
b11,b13,2.0,0.0,6,5,ironic amusement,0.14298269152641296
b11,b13,2.0,0.0,6,6,enthusiasm / curiosity,0.11271214485168457
b11,b13,2.0,0.0,7,0,self-doubt / encouragement,0.17175818979740143
b11,b13,2.0,0.0,7,1,frustration / despair,0.17102238535881042
b11,b13,2.0,0.0,7,2,uncertainty / indecision,0.20353512465953827
b11,b13,2.0,0.0,7,3,romantic idealism,0.060201458632946014
b11,b13,2.0,0.0,7,4,academic ambition / competitive determination,0.1366473138332367
b11,b13,2.0,0.0,7,5,ironic amusement,0.1265285760164261
b11,b13,2.0,0.0,7,6,enthusiasm / curiosity,0.17011363804340363
b11,b13,2.0,2.0,0,0,self-doubt / encouragement,0.22783008217811584
b11,b13,2.0,2.0,0,1,frustration / despair,0.22678859531879425
b11,b13,2.0,2.0,0,2,uncertainty / indecision,0.29830169677734375
b11,b13,2.0,2.0,0,3,romantic idealism,0.11940094083547592
b11,b13,2.0,2.0,0,4,academic ambition / competitive determination,0.1223401129245758
b11,b13,2.0,2.0,0,5,ironic amusement,0.16165176033973694
b11,b13,2.0,2.0,0,6,enthusiasm / curiosity,0.177338644862175
b11,b13,2.0,2.0,1,0,self-doubt / encouragement,0.0891319289803505
b11,b13,2.0,2.0,1,1,frustration / despair,0.09995080530643463
b11,b13,2.0,2.0,1,2,uncertainty / indecision,0.17130863666534424
b11,b13,2.0,2.0,1,3,romantic idealism,0.05445428565144539
b11,b13,2.0,2.0,1,4,academic ambition / competitive determination,0.09035854041576385
b11,b13,2.0,2.0,1,5,ironic amusement,0.10998857021331787
b11,b13,2.0,2.0,1,6,enthusiasm / curiosity,0.16977600753307343
b11,b13,2.0,2.0,2,0,self-doubt / encouragement,0.16855807602405548
b11,b13,2.0,2.0,2,1,frustration / despair,0.11629695445299149
b11,b13,2.0,2.0,2,2,uncertainty / indecision,0.10757127404212952
b11,b13,2.0,2.0,2,3,romantic idealism,0.038743678480386734
b11,b13,2.0,2.0,2,4,academic ambition / competitive determination,0.0510871447622776
b11,b13,2.0,2.0,2,5,ironic amusement,0.08076538145542145
b11,b13,2.0,2.0,2,6,enthusiasm / curiosity,0.08951292932033539
b11,b13,2.0,2.0,3,0,self-doubt / encouragement,0.08521488308906555
b11,b13,2.0,2.0,3,1,frustration / despair,0.0751376673579216
b11,b13,2.0,2.0,3,2,uncertainty / indecision,0.10924738645553589
b11,b13,2.0,2.0,3,3,romantic idealism,-0.006437448784708977
b11,b13,2.0,2.0,3,4,academic ambition / competitive determination,0.09096673876047134
b11,b13,2.0,2.0,3,5,ironic amusement,0.11664093285799026
b11,b13,2.0,2.0,3,6,enthusiasm / curiosity,0.13275785744190216
b11,b13,2.0,2.0,4,0,self-doubt / encouragement,0.2539062201976776
b11,b13,2.0,2.0,4,1,frustration / despair,0.20789216458797455
b11,b13,2.0,2.0,4,2,uncertainty / indecision,0.22402743995189667
b11,b13,2.0,2.0,4,3,romantic idealism,0.11161874979734421
b11,b13,2.0,2.0,4,4,academic ambition / competitive determination,0.23221608996391296
b11,b13,2.0,2.0,4,5,ironic amusement,0.1538214236497879
b11,b13,2.0,2.0,4,6,enthusiasm / curiosity,0.26136037707328796
b11,b13,2.0,2.0,5,0,self-doubt / encouragement,0.10985425114631653
b11,b13,2.0,2.0,5,1,frustration / despair,0.0994245857000351
b11,b13,2.0,2.0,5,2,uncertainty / indecision,0.15496744215488434
b11,b13,2.0,2.0,5,3,romantic idealism,0.0392015166580677
b11,b13,2.0,2.0,5,4,academic ambition / competitive determination,0.05173454433679581
b11,b13,2.0,2.0,5,5,ironic amusement,0.12870731949806213
b11,b13,2.0,2.0,5,6,enthusiasm / curiosity,0.1480928510427475
b11,b13,2.0,2.0,6,0,self-doubt / encouragement,0.1720133125782013
b11,b13,2.0,2.0,6,1,frustration / despair,0.16330395638942719
b11,b13,2.0,2.0,6,2,uncertainty / indecision,0.16630961000919342
b11,b13,2.0,2.0,6,3,romantic idealism,0.06390698254108429
